"tpc","msg","date"
"xbee/hum",32.0,"2017-01-13 07:44:52.099000"
"xbee/hum",31.9,"2017-01-13 07:44:54.118000"
"xbee/hum",31.9,"2017-01-13 07:45:04.291000"
"xbee/hum",31.9,"2017-01-13 07:45:14.300000"
"xbee/hum",32.0,"2017-01-13 07:45:22.374000"
"xbee/hum",31.9,"2017-01-13 07:45:26.501000"
"xbee/hum",31.9,"2017-01-13 07:45:36.558000"
"xbee/hum",32.0,"2017-01-13 07:45:40.679000"
"xbee/hum",31.9,"2017-01-13 07:45:42.649000"
"xbee/hum",32.0,"2017-01-13 07:45:48.726000"
"xbee/hum",31.9,"2017-01-13 07:45:52.816000"
"xbee/hum",32.0,"2017-01-13 07:45:54.847000"
"xbee/hum",31.9,"2017-01-13 07:45:56.962000"
"xbee/hum",32.0,"2017-01-13 07:45:58.977000"
"xbee/hum",31.9,"2017-01-13 07:46:05.107000"
"xbee/hum",32.0,"2017-01-13 07:46:07.115000"
"xbee/hum",31.9,"2017-01-13 07:46:09.159000"
"xbee/hum",32.0,"2017-01-13 07:46:11.308000"
"xbee/hum",31.9,"2017-01-13 07:46:13.314000"
"xbee/hum",32.0,"2017-01-13 07:46:15.363000"
"xbee/hum",31.9,"2017-01-13 07:46:17.475000"
"xbee/hum",32.0,"2017-01-13 07:46:21.504000"
"xbee/hum",31.9,"2017-01-13 07:46:23.534000"
"xbee/hum",32.0,"2017-01-13 07:46:29.563000"
"xbee/hum",31.9,"2017-01-13 07:46:31.686000"
"xbee/hum",32.0,"2017-01-13 07:46:33.718000"
"xbee/hum",31.9,"2017-01-13 07:46:35.976000"
"xbee/hum",32.0,"2017-01-13 07:46:37.845000"
"xbee/hum",31.9,"2017-01-13 07:46:39.909000"
"xbee/hum",32.0,"2017-01-13 07:46:42.002000"
"xbee/hum",31.9,"2017-01-13 07:46:46.063000"
"xbee/hum",32.0,"2017-01-13 07:46:50.235000"
"xbee/hum",31.9,"2017-01-13 07:46:52.177000"
"xbee/hum",32.0,"2017-01-13 07:46:58.359000"
"xbee/hum",31.9,"2017-01-13 07:47:04.461000"
"xbee/hum",32.0,"2017-01-13 07:47:06.398000"
"xbee/hum",31.9,"2017-01-13 07:47:14.493000"
"xbee/hum",32.0,"2017-01-13 07:47:16.621000"
"xbee/hum",31.9,"2017-01-13 07:47:18.613000"
"xbee/hum",32.0,"2017-01-13 07:47:20.714000"
"xbee/hum",31.9,"2017-01-13 07:47:28.785000"
"xbee/hum",32.0,"2017-01-13 07:47:32.798000"
"xbee/hum",31.9,"2017-01-13 07:47:36.940000"
"xbee/hum",32.0,"2017-01-13 07:47:42.935000"
"xbee/hum",32.0,"2017-01-13 07:47:53.025000"
"xbee/hum",31.9,"2017-01-13 07:47:59.175000"
"xbee/hum",32.0,"2017-01-13 07:48:01.214000"
"xbee/hum",31.9,"2017-01-13 07:48:05.275000"
"xbee/hum",32.0,"2017-01-13 07:48:07.290000"
"xbee/hum",31.9,"2017-01-13 07:48:15.399000"
"xbee/hum",32.0,"2017-01-13 07:48:17.443000"
"xbee/hum",31.9,"2017-01-13 07:48:21.504000"
"xbee/hum",32.0,"2017-01-13 07:48:23.555000"
"xbee/hum",32.0,"2017-01-13 07:48:33.656000"
"xbee/hum",31.9,"2017-01-13 07:48:37.722000"
"xbee/hum",32.0,"2017-01-13 07:48:39.779000"
"xbee/hum",31.9,"2017-01-13 07:48:41.810000"
"xbee/hum",32.0,"2017-01-13 07:48:43.891000"
"xbee/hum",32.0,"2017-01-13 07:48:53.996000"
"xbee/hum",32.0,"2017-01-13 07:49:04.053000"
"xbee/hum",32.0,"2017-01-13 07:49:14.172000"
"xbee/hum",32.0,"2017-01-13 07:49:24.196000"
"xbee/hum",32.0,"2017-01-13 07:49:34.519000"
"xbee/hum",31.9,"2017-01-13 07:49:38.286000"
"xbee/hum",31.9,"2017-01-13 07:49:48.590000"
"xbee/hum",32.0,"2017-01-13 07:49:52.420000"
"xbee/hum",31.9,"2017-01-13 07:49:54.569000"
"xbee/hum",32.0,"2017-01-13 07:50:04.618000"
"xbee/hum",31.9,"2017-01-13 07:50:06.604000"
"xbee/hum",32.0,"2017-01-13 07:50:08.634000"
"xbee/hum",31.9,"2017-01-13 07:50:10.665000"
"xbee/hum",32.0,"2017-01-13 07:50:12.711000"
"xbee/hum",31.9,"2017-01-13 07:50:14.838000"
"xbee/hum",31.9,"2017-01-13 07:50:24.923000"
"xbee/hum",31.9,"2017-01-13 07:50:34.981000"
"xbee/hum",31.9,"2017-01-13 07:50:45.090000"
"xbee/hum",31.9,"2017-01-13 07:50:55.161000"
"xbee/hum",31.9,"2017-01-13 07:51:05.255000"
"xbee/hum",31.9,"2017-01-13 07:51:15.358000"
"xbee/hum",31.9,"2017-01-13 07:51:25.429000"
"xbee/hum",31.9,"2017-01-13 07:51:35.518000"
"xbee/hum",31.9,"2017-01-13 07:51:45.715000"
"xbee/hum",31.9,"2017-01-13 07:51:55.764000"
"xbee/hum",31.9,"2017-01-13 07:52:05.858000"
"xbee/hum",31.9,"2017-01-13 07:52:15.894000"
"xbee/hum",31.9,"2017-01-13 07:52:25.979000"
"xbee/hum",32.0,"2017-01-13 07:52:33.977000"
"xbee/hum",31.9,"2017-01-13 07:52:42.068000"
"xbee/hum",31.9,"2017-01-13 07:52:52.141000"
"xbee/hum",31.9,"2017-01-13 07:53:02.231000"
"xbee/hum",31.9,"2017-01-13 07:53:12.320000"
"xbee/hum",31.9,"2017-01-13 07:53:22.441000"
"xbee/hum",31.9,"2017-01-13 07:53:32.531000"
"xbee/hum",31.8,"2017-01-13 07:53:34.561000"
"xbee/hum",31.9,"2017-01-13 07:53:36.653000"
"xbee/hum",31.8,"2017-01-13 07:53:42.669000"
"xbee/hum",31.9,"2017-01-13 07:53:44.699000"
"xbee/hum",31.9,"2017-01-13 07:53:54.788000"
"xbee/hum",31.9,"2017-01-13 07:54:04.916000"
"xbee/hum",32.0,"2017-01-13 07:54:12.953000"
"xbee/hum",31.9,"2017-01-13 07:54:14.983000"
"xbee/hum",31.9,"2017-01-13 07:54:25.073000"
"xbee/hum",31.9,"2017-01-13 07:54:35.162000"
"xbee/hum",31.8,"2017-01-13 07:54:37.257000"
"xbee/hum",31.9,"2017-01-13 07:54:39.256000"
"xbee/hum",31.8,"2017-01-13 07:54:43.301000"
"xbee/hum",31.8,"2017-01-13 07:54:53.390000"
"xbee/hum",31.7,"2017-01-13 07:54:57.545000"
"xbee/hum",31.6,"2017-01-13 07:55:07.621000"
"xbee/hum",31.7,"2017-01-13 07:55:13.601000"
"xbee/hum",31.6,"2017-01-13 07:55:17.691000"
"xbee/hum",31.7,"2017-01-13 07:55:21.708000"
"xbee/hum",31.6,"2017-01-13 07:55:23.738000"
"xbee/hum",31.7,"2017-01-13 07:55:25.769000"
"xbee/hum",31.6,"2017-01-13 07:55:29.830000"
"xbee/hum",31.7,"2017-01-13 07:55:31.877000"
"xbee/hum",31.6,"2017-01-13 07:55:40.023000"
"xbee/hum",31.7,"2017-01-13 07:55:42.014000"
"xbee/hum",31.6,"2017-01-13 07:55:44.045000"
"xbee/hum",31.6,"2017-01-13 07:55:54.150000"
"xbee/hum",31.6,"2017-01-13 07:56:04.240000"
"xbee/hum",31.5,"2017-01-13 07:56:06.286000"
"xbee/hum",31.5,"2017-01-13 07:56:16.360000"
"xbee/hum",31.5,"2017-01-13 07:56:26.449000"
"xbee/hum",31.4,"2017-01-13 07:56:36.538000"
"xbee/hum",31.4,"2017-01-13 07:56:46.660000"
"xbee/hum",31.4,"2017-01-13 07:56:56.765000"
"xbee/hum",31.4,"2017-01-13 07:57:06.854000"
"xbee/hum",31.3,"2017-01-13 07:57:15.033000"
"xbee/hum",31.3,"2017-01-13 07:57:25.082000"
"xbee/hum",31.3,"2017-01-13 07:57:35.172000"
"xbee/hum",31.2,"2017-01-13 07:57:39.217000"
"xbee/hum",31.2,"2017-01-13 07:57:49.429000"
"xbee/hum",31.1,"2017-01-13 07:57:53.505000"
"xbee/hum",31.1,"2017-01-13 07:58:03.581000"
"xbee/hum",31.1,"2017-01-13 07:58:13.595000"
"xbee/hum",31.0,"2017-01-13 07:58:23.684000"
"xbee/hum",31.0,"2017-01-13 07:58:33.773000"
"xbee/hum",31.0,"2017-01-13 07:58:43.863000"
"xbee/hum",31.0,"2017-01-13 07:58:53.984000"
"xbee/hum",31.0,"2017-01-13 07:59:04.073000"
"xbee/hum",30.9,"2017-01-13 07:59:06.104000"
"xbee/hum",31.0,"2017-01-13 07:59:08.135000"
"xbee/hum",30.9,"2017-01-13 07:59:10.165000"
"xbee/hum",30.9,"2017-01-13 07:59:20.255000"
"xbee/hum",30.9,"2017-01-13 07:59:30.344000"
"xbee/hum",31.0,"2017-01-13 07:59:32.455000"
"xbee/hum",31.0,"2017-01-13 07:59:42.608000"
"xbee/hum",30.9,"2017-01-13 07:59:46.526000"
"xbee/hum",30.9,"2017-01-13 07:59:56.615000"
"xbee/hum",30.8,"2017-01-13 08:00:00.919000"
"xbee/hum",30.9,"2017-01-13 08:00:02.739000"
"xbee/hum",30.8,"2017-01-13 08:00:04.770000"
"xbee/hum",30.8,"2017-01-13 08:00:14.859000"
"xbee/hum",30.8,"2017-01-13 08:00:24.948000"
"xbee/hum",30.9,"2017-01-13 08:00:28.994000"
"xbee/hum",30.9,"2017-01-13 08:00:39.083000"
"xbee/hum",30.8,"2017-01-13 08:00:41.224000"
"xbee/hum",30.9,"2017-01-13 08:00:43.176000"
"xbee/hum",30.8,"2017-01-13 08:00:51.332000"
"xbee/hum",30.9,"2017-01-13 08:00:53.298000"
"xbee/hum",30.8,"2017-01-13 08:00:55.328000"
"xbee/hum",30.8,"2017-01-13 08:01:05.722000"
"xbee/hum",30.7,"2017-01-13 08:01:13.541000"
"xbee/hum",30.7,"2017-01-13 08:01:23.646000"
"xbee/hum",30.6,"2017-01-13 08:01:29.834000"
"xbee/hum",30.7,"2017-01-13 08:01:31.875000"
"xbee/hum",30.7,"2017-01-13 08:01:41.858000"
"xbee/hum",30.6,"2017-01-13 08:02:19.717000"
"xbee/hum",30.7,"2017-01-13 08:02:21.655000"
"xbee/hum",30.6,"2017-01-13 08:02:27.715000"
"xbee/hum",30.7,"2017-01-13 08:02:29.828000"
"xbee/hum",30.6,"2017-01-13 08:02:31.808000"
"xbee/hum",30.7,"2017-01-13 08:02:35.929000"
"xbee/hum",30.6,"2017-01-13 08:02:37.897000"
"xbee/hum",30.7,"2017-01-13 08:02:39.976000"
"xbee/hum",30.6,"2017-01-13 08:02:50.052000"
"xbee/hum",30.6,"2017-01-13 08:03:26.492000"
"xbee/hum",30.6,"2017-01-13 08:03:36.677000"
"xbee/hum",30.5,"2017-01-13 08:03:40.739000"
"xbee/hum",30.6,"2017-01-13 08:03:44.800000"
"xbee/hum",30.5,"2017-01-13 08:03:46.783000"
"xbee/hum",30.6,"2017-01-13 08:03:48.914000"
"xbee/hum",30.6,"2017-01-13 08:03:59.037000"
"xbee/hum",30.5,"2017-01-13 08:04:05.043000"
"xbee/hum",30.5,"2017-01-13 08:04:15.148000"
"xbee/hum",30.5,"2017-01-13 08:04:25.237000"
"xbee/hum",30.4,"2017-01-13 08:04:33.404000"
"xbee/hum",30.5,"2017-01-13 08:04:41.370000"
"xbee/hum",30.6,"2017-01-13 08:04:49.445000"
"xbee/hum",30.5,"2017-01-13 08:04:55.521000"
"xbee/hum",30.5,"2017-01-13 08:05:05.610000"
"xbee/hum",30.6,"2017-01-13 08:05:11.780000"
"xbee/hum",30.5,"2017-01-13 08:05:17.847000"
"xbee/hum",30.5,"2017-01-13 08:05:27.929000"
"xbee/hum",30.5,"2017-01-13 08:05:38.037000"
"xbee/hum",30.4,"2017-01-13 08:05:44.017000"
"xbee/hum",30.3,"2017-01-13 08:05:50.093000"
"xbee/hum",30.4,"2017-01-13 08:05:52.124000"
"xbee/hum",30.5,"2017-01-13 08:06:00.400000"
"xbee/hum",30.6,"2017-01-13 08:06:06.363000"
"xbee/hum",30.6,"2017-01-13 08:06:16.487000"
"xbee/hum",30.6,"2017-01-13 08:06:26.501000"
"xbee/hum",30.6,"2017-01-13 08:06:36.590000"
"xbee/hum",30.6,"2017-01-13 08:06:46.680000"
"xbee/hum",30.6,"2017-01-13 08:06:56.769000"
"xbee/hum",30.5,"2017-01-13 08:06:58.800000"
"xbee/hum",30.5,"2017-01-13 08:07:08.946000"
"xbee/hum",30.5,"2017-01-13 08:07:19.058000"
"xbee/hum",30.5,"2017-01-13 08:07:29.131000"
"xbee/hum",30.4,"2017-01-13 08:07:33.177000"
"xbee/hum",30.5,"2017-01-13 08:07:37.238000"
"xbee/hum",30.5,"2017-01-13 08:07:47.359000"
"xbee/hum",30.4,"2017-01-13 08:07:51.389000"
"xbee/hum",30.4,"2017-01-13 08:08:01.478000"
"xbee/hum",30.4,"2017-01-13 08:08:11.567000"
"xbee/hum",30.5,"2017-01-13 08:08:19.658000"
"xbee/hum",30.4,"2017-01-13 08:08:29.731000"
"xbee/hum",30.5,"2017-01-13 08:08:31.762000"
"xbee/hum",30.4,"2017-01-13 08:08:33.809000"
"xbee/hum",30.5,"2017-01-13 08:08:35.939000"
"xbee/hum",30.5,"2017-01-13 08:08:46.009000"
"xbee/hum",30.4,"2017-01-13 08:08:49.990000"
"xbee/hum",30.5,"2017-01-13 08:08:52.021000"
"xbee/hum",30.4,"2017-01-13 08:08:58.097000"
"xbee/hum",30.5,"2017-01-13 08:09:00.127000"
"xbee/hum",30.4,"2017-01-13 08:09:04.157000"
"xbee/hum",30.5,"2017-01-13 08:09:08.234000"
"xbee/hum",30.4,"2017-01-13 08:09:10.265000"
"xbee/hum",30.5,"2017-01-13 08:09:16.373000"
"xbee/hum",30.4,"2017-01-13 08:09:18.371000"
"xbee/hum",30.5,"2017-01-13 08:09:20.402000"
"xbee/hum",30.4,"2017-01-13 08:09:22.433000"
"xbee/hum",30.5,"2017-01-13 08:09:24.464000"
"xbee/hum",30.5,"2017-01-13 08:09:34.553000"
"xbee/hum",30.4,"2017-01-13 08:09:40.724000"
"xbee/hum",30.5,"2017-01-13 08:09:46.705000"
"xbee/hum",30.4,"2017-01-13 08:09:56.778000"
"xbee/hum",30.5,"2017-01-13 08:09:58.925000"
"xbee/hum",30.5,"2017-01-13 08:10:08.962000"
"xbee/hum",30.5,"2017-01-13 08:10:19.171000"
"xbee/hum",30.5,"2017-01-13 08:10:29.124000"
"xbee/hum",30.5,"2017-01-13 08:10:39.214000"
"xbee/hum",30.5,"2017-01-13 08:10:49.303000"
"xbee/hum",30.4,"2017-01-13 08:10:51.334000"
"xbee/hum",30.4,"2017-01-13 08:11:01.424000"
"xbee/hum",30.5,"2017-01-13 08:11:09.498000"
"xbee/hum",30.6,"2017-01-13 08:11:13.655000"
"xbee/hum",30.5,"2017-01-13 08:11:15.700000"
"xbee/hum",30.6,"2017-01-13 08:11:22.303000"
"xbee/hum",30.5,"2017-01-13 08:11:23.713000"
"xbee/hum",30.6,"2017-01-13 08:11:31.787000"
"xbee/hum",30.6,"2017-01-13 08:11:41.877000"
"xbee/hum",30.5,"2017-01-13 08:11:47.952000"
"xbee/hum",30.5,"2017-01-13 08:11:58.026000"
"xbee/hum",30.5,"2017-01-13 08:12:08.116000"
"xbee/hum",30.6,"2017-01-13 08:12:14.160000"
"xbee/hum",30.5,"2017-01-13 08:12:20.236000"
"xbee/hum",30.6,"2017-01-13 08:12:22.266000"
"xbee/hum",30.6,"2017-01-13 08:12:32.356000"
"xbee/hum",30.6,"2017-01-13 08:12:42.445000"
"xbee/hum",30.6,"2017-01-13 08:12:52.535000"
"xbee/hum",30.6,"2017-01-13 08:13:02.624000"
"xbee/hum",30.6,"2017-01-13 08:13:12.713000"
"xbee/hum",30.6,"2017-01-13 08:13:22.802000"
"xbee/hum",30.6,"2017-01-13 08:13:32.892000"
"xbee/hum",30.6,"2017-01-13 08:13:42.981000"
"xbee/hum",30.6,"2017-01-13 08:13:53.070000"
"xbee/hum",30.5,"2017-01-13 08:13:59.146000"
"xbee/hum",30.6,"2017-01-13 08:14:01.177000"
"xbee/hum",30.5,"2017-01-13 08:14:05.222000"
"xbee/hum",30.6,"2017-01-13 08:14:07.314000"
"xbee/hum",30.6,"2017-01-13 08:14:17.437000"
"xbee/hum",30.6,"2017-01-13 08:14:27.548000"
"xbee/hum",30.5,"2017-01-13 08:14:33.523000"
"xbee/hum",30.6,"2017-01-13 08:14:37.649000"
"xbee/hum",30.6,"2017-01-13 08:14:47.964000"
"xbee/hum",30.6,"2017-01-13 08:14:57.859000"
"xbee/hum",30.6,"2017-01-13 08:15:07.910000"
"xbee/hum",30.6,"2017-01-13 08:15:17.987000"
"xbee/hum",30.7,"2017-01-13 08:15:24.002000"
"xbee/hum",30.6,"2017-01-13 08:15:26.033000"
"xbee/hum",30.6,"2017-01-13 08:15:36.122000"
"xbee/hum",30.6,"2017-01-13 08:15:46.211000"
"xbee/hum",30.6,"2017-01-13 08:15:56.301000"
"xbee/hum",30.7,"2017-01-13 08:15:58.394000"
"xbee/hum",30.6,"2017-01-13 08:16:00.568000"
"xbee/hum",30.7,"2017-01-13 08:16:02.572000"
"xbee/hum",30.6,"2017-01-13 08:16:04.567000"
"xbee/hum",30.7,"2017-01-13 08:16:06.627000"
"xbee/hum",30.6,"2017-01-13 08:16:08.724000"
"xbee/hum",30.6,"2017-01-13 08:16:18.829000"
"xbee/hum",30.6,"2017-01-13 08:16:28.917000"
"xbee/hum",30.6,"2017-01-13 08:16:38.977000"
"xbee/hum",30.7,"2017-01-13 08:16:43.038000"
"xbee/hum",30.6,"2017-01-13 08:16:49.130000"
"xbee/hum",30.7,"2017-01-13 08:16:55.209000"
"xbee/hum",30.6,"2017-01-13 08:16:57.276000"
"xbee/hum",30.7,"2017-01-13 08:16:59.321000"
"xbee/hum",30.6,"2017-01-13 08:17:05.632000"
"xbee/hum",30.6,"2017-01-13 08:17:15.589000"
"xbee/hum",30.7,"2017-01-13 08:17:17.610000"
"xbee/hum",30.6,"2017-01-13 08:17:19.693000"
"xbee/hum",30.7,"2017-01-13 08:17:30.012000"
"xbee/hum",30.7,"2017-01-13 08:17:39.734000"
"xbee/hum",30.7,"2017-01-13 08:17:49.857000"
"xbee/hum",30.7,"2017-01-13 08:17:59.947000"
"xbee/hum",30.6,"2017-01-13 08:18:08.021000"
"xbee/hum",30.7,"2017-01-13 08:18:10.164000"
"xbee/hum",30.7,"2017-01-13 08:18:20.173000"
"xbee/hum",30.7,"2017-01-13 08:18:30.396000"
"xbee/hum",30.7,"2017-01-13 08:18:40.465000"
"xbee/hum",30.8,"2017-01-13 08:18:42.531000"
"xbee/hum",30.7,"2017-01-13 08:18:44.574000"
"xbee/hum",30.8,"2017-01-13 08:18:48.635000"
"xbee/hum",30.7,"2017-01-13 08:18:50.733000"
"xbee/hum",30.6,"2017-01-13 08:18:54.695000"
"xbee/hum",30.7,"2017-01-13 08:18:56.787000"
"xbee/hum",30.6,"2017-01-13 08:18:58.889000"
"xbee/hum",30.7,"2017-01-13 08:19:00.851000"
"xbee/hum",30.8,"2017-01-13 08:19:09.134000"
"xbee/hum",30.7,"2017-01-13 08:19:11.179000"
"xbee/hum",30.8,"2017-01-13 08:19:19.207000"
"xbee/hum",30.7,"2017-01-13 08:19:21.490000"
"xbee/hum",30.7,"2017-01-13 08:19:31.375000"
"xbee/hum",30.8,"2017-01-13 08:19:37.387000"
"xbee/hum",30.7,"2017-01-13 08:19:39.525000"
"xbee/hum",30.7,"2017-01-13 08:19:49.614000"
"xbee/hum",30.7,"2017-01-13 08:19:59.703000"
"xbee/hum",30.8,"2017-01-13 08:20:01.739000"
"xbee/hum",30.7,"2017-01-13 08:20:03.817000"
"xbee/hum",30.6,"2017-01-13 08:20:09.846000"
"xbee/hum",30.7,"2017-01-13 08:20:16.055000"
"xbee/hum",30.7,"2017-01-13 08:20:26.108000"
"xbee/hum",30.8,"2017-01-13 08:20:32.119000"
"xbee/hum",30.7,"2017-01-13 08:20:34.300000"
"xbee/hum",30.8,"2017-01-13 08:20:42.336000"
"xbee/hum",30.7,"2017-01-13 08:20:48.380000"
"xbee/hum",30.8,"2017-01-13 08:20:50.459000"
"xbee/hum",30.7,"2017-01-13 08:21:00.835000"
"xbee/hum",30.8,"2017-01-13 08:21:04.562000"
"xbee/hum",30.7,"2017-01-13 08:21:06.653000"
"xbee/hum",30.8,"2017-01-13 08:21:10.716000"
"xbee/hum",30.7,"2017-01-13 08:21:16.730000"
"xbee/hum",30.7,"2017-01-13 08:21:26.867000"
"xbee/hum",30.7,"2017-01-13 08:21:36.956000"
"xbee/hum",30.7,"2017-01-13 08:21:47.094000"
"xbee/hum",30.7,"2017-01-13 08:21:57.183000"
"xbee/hum",30.8,"2017-01-13 08:22:01.260000"
"xbee/hum",30.7,"2017-01-13 08:22:03.370000"
"xbee/hum",30.8,"2017-01-13 08:22:05.414000"
"xbee/hum",30.7,"2017-01-13 08:22:11.493000"
"xbee/hum",30.8,"2017-01-13 08:22:13.536000"
"xbee/hum",30.7,"2017-01-13 08:22:15.650000"
"xbee/hum",30.8,"2017-01-13 08:22:37.860000"
"xbee/hum",30.8,"2017-01-13 08:22:47.949000"
"xbee/hum",30.9,"2017-01-13 08:22:58.348000"
"xbee/hum",30.8,"2017-01-13 08:23:08.615000"
"xbee/hum",30.9,"2017-01-13 08:23:10.376000"
"xbee/hum",30.8,"2017-01-13 08:23:12.448000"
"xbee/hum",30.8,"2017-01-13 08:23:22.405000"
"xbee/hum",30.8,"2017-01-13 08:23:32.495000"
"xbee/hum",30.8,"2017-01-13 08:23:42.584000"
"xbee/hum",30.8,"2017-01-13 08:23:52.673000"
"xbee/hum",30.8,"2017-01-13 08:24:02.747000"
"xbee/hum",30.8,"2017-01-13 08:24:12.836000"
"xbee/hum",30.8,"2017-01-13 08:24:22.927000"
"xbee/hum",30.8,"2017-01-13 08:24:33.016000"
"xbee/hum",30.8,"2017-01-13 08:24:43.106000"
"xbee/hum",30.9,"2017-01-13 08:24:53.195000"
"xbee/hum",30.9,"2017-01-13 08:25:03.284000"
"xbee/hum",30.8,"2017-01-13 08:25:05.315000"
"xbee/hum",30.8,"2017-01-13 08:25:15.404000"
"xbee/hum",30.8,"2017-01-13 08:25:25.494000"
"xbee/hum",30.9,"2017-01-13 08:25:27.524000"
"xbee/hum",30.8,"2017-01-13 08:25:31.632000"
"xbee/hum",30.9,"2017-01-13 08:25:35.631000"
"xbee/hum",30.9,"2017-01-13 08:25:45.720000"
"xbee/hum",30.9,"2017-01-13 08:25:55.810000"
"xbee/hum",30.8,"2017-01-13 08:26:05.899000"
"xbee/hum",30.9,"2017-01-13 08:26:07.930000"
"xbee/hum",30.8,"2017-01-13 08:26:09.976000"
"xbee/hum",30.8,"2017-01-13 08:26:20.050000"
"xbee/hum",30.8,"2017-01-13 08:26:30.139000"
"xbee/hum",30.8,"2017-01-13 08:26:40.229000"
"xbee/hum",30.8,"2017-01-13 08:26:50.366000"
"xbee/hum",30.8,"2017-01-13 08:27:00.455000"
"xbee/hum",30.8,"2017-01-13 08:27:10.577000"
"xbee/hum",30.8,"2017-01-13 08:27:20.666000"
"xbee/hum",30.8,"2017-01-13 08:27:31.092000"
"xbee/hum",30.8,"2017-01-13 08:27:40.925000"
"xbee/hum",30.8,"2017-01-13 08:27:51.033000"
"xbee/hum",30.8,"2017-01-13 08:28:23.376000"
"xbee/hum",30.7,"2017-01-13 08:28:31.531000"
"xbee/hum",30.8,"2017-01-13 08:28:41.652000"
"xbee/hum",30.7,"2017-01-13 08:28:43.784000"
"xbee/hum",30.7,"2017-01-13 08:28:53.804000"
"xbee/hum",30.7,"2017-01-13 08:29:03.893000"
"xbee/hum",30.7,"2017-01-13 08:29:14.015000"
"xbee/hum",30.7,"2017-01-13 08:29:24.088000"
"xbee/hum",30.7,"2017-01-13 08:29:34.209000"
"xbee/hum",30.7,"2017-01-13 08:29:44.331000"
"xbee/hum",30.7,"2017-01-13 08:29:54.405000"
"xbee/hum",30.8,"2017-01-13 08:29:58.481000"
"xbee/hum",30.8,"2017-01-13 08:30:08.699000"
"xbee/hum",30.9,"2017-01-13 08:30:12.760000"
"xbee/hum",30.8,"2017-01-13 08:30:16.942000"
"xbee/hum",30.9,"2017-01-13 08:30:18.952000"
"xbee/hum",30.8,"2017-01-13 08:30:25.040000"
"xbee/hum",30.8,"2017-01-13 08:30:35.193000"
"xbee/hum",30.9,"2017-01-13 08:30:39.238000"
"xbee/hum",30.8,"2017-01-13 08:30:45.346000"
"xbee/hum",30.9,"2017-01-13 08:30:49.312000"
"xbee/hum",30.8,"2017-01-13 08:30:55.418000"
"xbee/hum",30.8,"2017-01-13 08:31:05.561000"
"xbee/hum",30.8,"2017-01-13 08:31:15.615000"
"xbee/hum",30.7,"2017-01-13 08:31:21.707000"
"xbee/hum",30.7,"2017-01-13 08:31:31.876000"
"xbee/hum",30.8,"2017-01-13 08:31:37.936000"
"xbee/hum",30.7,"2017-01-13 08:31:46.128000"
"xbee/hum",30.8,"2017-01-13 08:31:48.133000"
"xbee/hum",30.7,"2017-01-13 08:31:54.149000"
"xbee/hum",30.8,"2017-01-13 08:32:00.209000"
"xbee/hum",30.8,"2017-01-13 08:32:10.298000"
"xbee/hum",30.7,"2017-01-13 08:32:14.343000"
"xbee/hum",30.7,"2017-01-13 08:32:24.432000"
"xbee/hum",30.7,"2017-01-13 08:32:34.521000"
"xbee/hum",30.7,"2017-01-13 08:32:44.610000"
"xbee/hum",30.7,"2017-01-13 08:32:54.699000"
"xbee/hum",30.7,"2017-01-13 08:33:04.881000"
"xbee/hum",30.7,"2017-01-13 08:33:15.008000"
"xbee/hum",30.7,"2017-01-13 08:33:25.065000"
"xbee/hum",30.7,"2017-01-13 08:33:35.152000"
"xbee/hum",30.7,"2017-01-13 08:33:45.274000"
"xbee/hum",30.7,"2017-01-13 08:33:55.317000"
"xbee/hum",30.7,"2017-01-13 08:34:05.405000"
"xbee/hum",30.7,"2017-01-13 08:34:15.814000"
"xbee/hum",30.7,"2017-01-13 08:34:25.674000"
"xbee/hum",30.7,"2017-01-13 08:34:35.691000"
"xbee/hum",30.7,"2017-01-13 08:34:45.796000"
"xbee/hum",30.7,"2017-01-13 08:34:55.893000"
"xbee/hum",30.7,"2017-01-13 08:35:05.991000"
"xbee/hum",30.7,"2017-01-13 08:35:16.239000"
"xbee/hum",30.7,"2017-01-13 08:35:26.173000"
"xbee/hum",30.7,"2017-01-13 08:35:36.259000"
"xbee/hum",30.6,"2017-01-13 08:35:46.316000"
"xbee/hum",30.6,"2017-01-13 08:35:56.416000"
"xbee/hum",30.7,"2017-01-13 08:36:02.401000"
"xbee/hum",30.6,"2017-01-13 08:36:06.557000"
"xbee/hum",30.7,"2017-01-13 08:36:08.509000"
"xbee/hum",30.6,"2017-01-13 08:36:12.554000"
"xbee/hum",30.6,"2017-01-13 08:36:22.644000"
"xbee/hum",30.6,"2017-01-13 08:36:32.734000"
"xbee/hum",30.6,"2017-01-13 08:36:42.823000"
"xbee/hum",30.6,"2017-01-13 08:36:52.897000"
"xbee/hum",30.6,"2017-01-13 08:37:02.985000"
"xbee/hum",30.6,"2017-01-13 08:37:13.075000"
"xbee/hum",30.6,"2017-01-13 08:37:23.165000"
"xbee/hum",30.6,"2017-01-13 08:37:33.254000"
"xbee/hum",30.6,"2017-01-13 08:37:43.343000"
"xbee/hum",30.6,"2017-01-13 08:37:53.433000"
"xbee/hum",30.6,"2017-01-13 08:38:03.522000"
"xbee/hum",30.6,"2017-01-13 08:38:13.611000"
"xbee/hum",30.6,"2017-01-13 08:38:23.701000"
"xbee/hum",30.6,"2017-01-13 08:38:33.790000"
"xbee/hum",30.7,"2017-01-13 08:38:39.962000"
